Order,Family,subfamily,Tribe,Genus and species,Genus,Species,Author,Status ,Kau ,Kil,Ola,Lau,Koh,Hal,KoK,Adult Body Size,Trophic Information Simplified,Trophic Information,Host identity (Genus species),Other host information ,Intermediary (eg fungus)if relevant,"Height (Ground, middle or canopy)","Microhabitat (under bark, under leaves, in leaf axils, etc)"
HOMOPTERA,Delphacidae,,,Nesosydne rubescens pele,Nesosydne,rubescens pele,"Kirkaldy, 1910",end,prob not,Kil,prob not,poss,prob not,no,no,5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Acacia koa,,na,canopy,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne ulehihi,Nesosydne,ulehihi,"Muir, 1919",end,poss,poss,Ola,poss,poss,no,no,"male 3.6mm, female 4.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Smilax sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne cyathodis,Nesosydne,cyathodis,"Kirkaldy, 1910",end,poss,Kil,poss,poss,poss,poss,no,male 1.875mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Leptecophylla sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne ipomoeicola,Nesosydne,ipomoeicola,"Kirkaldy, 1907",end,poss,poss,poss,poss,poss,poss,poss,"male 2.5mm, female 3.5-3.8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Sadleria sp., Ipomoea sp., Antidesma sp., Bermuda grass, Cibotium sp., Cyrtandra sp., Dolichos lablab, Gouldia elongata, Jussiaea villosa, Lythrum maritimum, Mucuna gigantea, Pipturus sp., Polygonum sp., Rumex sp., Strongylodon lucidum, ",potato,na,"lower, middle",on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne nephrolepidis,Nesosydne,nephrolepidis,"Kirkaldy, 1908",end,poss,poss,poss,poss,poss,poss,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Nephrolepis sp.,,na,lower,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne rubescens,Nesosydne,rubescens,"Kirkaldy, 1907",end,prob not,poss,prob not,prob not,prob not,poss,poss,"male 4mm, female 5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Acacia koa,,na,canopy,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne umbratica,Nesosydne,umbratica,"Kirkaldy, 1910",end,poss,Kil,Ola,poss,poss,poss,no,4.125mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Charpentiera sp., Clermontia sp., Cyrtandra sp., Pipturus sp., Stenogyne sp., Urera sp.",,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne mauiensis,Nesosydne,mauiensis,"Muir, 1919",end,no,no,no,no,no,prob not,no,"male 2.2mm, female 2.1mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Campylotheca mauiensis, Lipochaeta integrigolia, Raillardia menziesii, Tetramolopium artemisia",,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne argyroxiphii,Nesosydne,argyroxiphii,"Kirkaldy, 1908",end,no,no,no,no,no,prob not,no,female 3mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Argyroxiphium sp.,,na,lower,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne waikamoiensis,Nesosydne,waikamoiensis,"Muir, 1919",end,no,no,no,no,no,Hal,no,"male 3mm, female 3.3mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Cyanea sp., Pipturus sp.",,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne neocyrtandrae,Nesosydne,neocyrtandrae,"Muir, 1919",end,no,no,no,no,no,Hal,no,"male 2.7mm, female 3.2mm ",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Gunnera mauiensis,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne mamake,Nesosydne,mamake,"Muir, 1919",end,no,no,no,no,no,Hal,no,"male 2.5mm, female 3.8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Pipturus sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne amaumau,Nesosydne,amaumau,"Muir, 1921",end,no,no,no,no,no,Hal,no,"male 2.9mm, female 3.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Sadleria sp.,,na,lower,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne ahinahina,Nesosydne,ahinahina,"Muir, 1922",end,no,no,no,no,no,no,no,male 1.6mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Argyroxiphium sp.,,na,lower,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne eeke,Nesosydne,eeke,"Muir, 1919",end,no,no,no,no,no,no,no,"male 2mm, female 2.3mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Argyroxiphium sp.,,na,lower,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne asteliae,Nesosydne,asteliae,"Muir, 1917",end,no,no,no,no,no,no,no,"male 3.2mm, female 3.2mm ",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Astelia sp.,,na,lower,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne painiu,Nesosydne,painiu,"Muir, 1919",end,no,no,no,no,no,no,no,"male 2.9mm, female 3mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Astelia sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne kokolau,Nesosydne,kokolau,"Muir, 1919",end,no,no,no,no,no,no,no,"male 2.5mm, female 2.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Bidens sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne boehmeriae,Nesosydne,boehmeriae,"Muir, 1921",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Boehmeria sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne sharpi,Nesosydne,sharpi,"Muir, 1916",end,no,no,no,no,no,no,no,"male 2.9mm, female 3.7mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Broussasia sp., Boehmeria sp.",,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne montistantalus,Nesosydne,montistantalus,"Muir, 1916",end,no,no,no,no,no,no,no,"male 2.3mm, female 2.5mm ",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Broussasia sp., Lobelia hypoleuca",,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne oahuensis,Nesosydne,oahuensis,"Muir, 1916",end,no,no,no,no,no,no,no,male 3.1mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Charpentiera sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne neowailupensis,Nesosydne,neowailupensis,"Muir, 1919",end,no,no,no,no,no,no,no,"male 2.5mm, female 3.2mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Coprosma sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne wailupensis,Nesosydne,wailupensis,"Muir, 1916",end,no,no,no,no,no,no,no,"male 3.3mm, female 3.7mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Cyanea crispa,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne acuta,Nesosydne,acuta,"Muir, 1919",end,no,no,no,no,no,no,no,"male 2.5mm, female 2.7mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Cyrtandra sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne gouldiae,Nesosydne,gouldiae,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,4-5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Cyrtandra sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne giffardi,Nesosydne,giffardi,"Muir, 1916",end,no,no,no,no,no,no,no,"male 2.7mm, female 3mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Cyrtandra sp., Cyanea sp.",,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne timberlakei,Nesosydne,timberlakei,"Muir, 1917",end,no,no,no,no,no,no,no,male 3.4mm ,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Cyrtandra sp., Cyanea sp.",,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne dubautiae,Nesosydne,dubautiae,"Muir, 1921",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Dubautia plantaginea,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne halia,Nesosydne,halia,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,"male 3mm, female 3.875mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Dubautia sp., Freycinetia sp.",,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne gunnerae,Nesosydne,gunnerae,"Muir, 1917",end,no,no,no,no,no,no,no,"male 3mm, female 3mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Gunnera sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne leahi,Nesosydne,leahi,"Kirkaldy, 1904",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Lipochaeta sp.,,na,lower,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne olympica,Nesosydne,olympica,"Muir, 1921",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Lobelia sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne lobeliae,Nesosydne,lobeliae,"Muir, 1916",end,no,no,no,no,no,no,no,"male 3mm, female 3.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Lobelia hypoleuca,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne pipturi,Nesosydne,pipturi,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,"male 1.875mm, female 2.125mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Pipturus sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne gigantea,Nesosydne,gigantea,"Muir, 1921",end,no,no,no,no,no,no,no,4.5 mm (largest in genus),herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Pritchardia sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne fullawayi,Nesosydne,fullawayi,"Muir, 1916",end,no,no,no,no,no,no,no,"male 1.7mm, female 2 mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Leptecophylla sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne lanaiensis,Nesosydne,lanaiensis,"Muir, 1917",end,no,no,no,no,no,no,no,male 1.7mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Leptecophylla sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne hamadryas,Nesosydne,hamadryas,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,female 4.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne hamata,Nesosydne,hamata,"Muir, 1917",end,no,no,no,no,no,no,no,"male 2.3mm, female 3mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne incommoda,Nesosydne,incommoda,"Muir, 1916",end,no,no,no,no,no,no,no,"male 2.5mm, female 3.2mm ",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne koebelei,Nesosydne,koebelei,"Muir, 1917",end,no,no,no,no,no,no,no,mle 3.6mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne nephelias,Nesosydne,nephelias,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,?,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne nesogunnerae,Nesosydne,nesogunnerae,"Muir, 1917",end,no,no,no,no,no,no,no,"male 2.9mm, female 3.9mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne nigriceps,Nesosydne,nigriceps,"Muir, 1917",end,no,no,no,no,no,no,no,"male 2.6mm, female 3.1mm ",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne nubigena,Nesosydne,nubigena,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,3mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne palustris,Nesosydne,palustris,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,male 3.25-3.75mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne procellaris,Nesosydne,procellaris,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,4.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne rocki,Nesosydne,rocki,"Muir, 1916",end,no,no,no,no,no,no,no,"male 3mm, female 3.3mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne sola,Nesosydne,sola,"Muir, 1917",end,no,no,no,no,no,no,no,male 3.2mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne swezeyi,Nesosydne,swezeyi,"Muir, 1916",end,no,no,no,no,no,no,no,male 2.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne campylothecae,Nesosydne,campylothecae,"Muir, 1922",end,no,no,no,no,no,no,KoK,"male 2.1mm, female 2.2mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Bidens sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne kuschei,Nesosydne,kuschei,"Muir, 1922",end,no,no,no,no,no,no,KoK,"male 2.5mm, female 3mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Cyrtandra sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne naenae,Nesosydne,naenae,"Muir, 1922",end,no,no,no,no,no,no,KoK,"male 2.4mm, female 3.1mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Dubautia sp. ,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne viridis,Nesosydne,viridis,"Muir, 1922",end,no,no,no,no,no,no,poss,"male 2.1mm, female 2.4mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Phyllostegia sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne pilo,Nesosydne,pilo,"Muir, 1922",end,no,no,no,no,no,poss,no,"male 2.1mm, female 2.7mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Coprosma ernodeoides,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne cyrtandrae,Nesosydne,cyrtandrae,"Muir, 1916",end,no,no,no,no,no,poss,no,male 2.1mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Cyrtandra sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne longipes,Nesosydne,longipes,"Muir, 1919",end,no,no,no,no,no,poss,no,"male 2.3mm, female 2.7mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Cyrtandra sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne sulcata,Nesosydne,sulcata,"Muir, 1921",end,no,no,no,no,no,poss,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Cyrtandra sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne haleakala,Nesosydne,haleakala,"Kirkaldy, 1910",end,no,no,no,no,no,poss,no,3.875mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne perkinsi,Nesosydne,perkinsi,"Muir, 1916",end,no,no,no,no,no,poss,no,male 2.6mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne bridwelli,Nesosydne,bridwelli,"Muir, 1919",end,no,no,no,no,no,prob not,no,"male 2mm, female 2.4mm ",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Argyroxiphium, Dubautia sp.",,na,"lower, middle",on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne imbricola,Nesosydne,imbricola,"Kirkaldy, 1910",end,no,no,no,no,no,prob not,no,male 3mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Coprosma montana,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne monticola,Nesosydne,monticola,"Kirkaldy, 1910",end,no,no,no,no,no,prob not,no,female 3mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Coprosma montana,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne osborni,Nesosydne,osborni,"Muir, 1916",end,no,no,no,no,no,prob not,no,male 1.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Dubautia sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne raillardiicola,Nesosydne,raillardiicola,"Muir, 1919",end,no,no,no,no,no,prob not,no,"male 2.4mm, female 2.7mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Dubautia menziesii,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne geranii,Nesosydne,geranii,"Muir, 1921",end,no,no,no,no,no,prob not,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Geranium arboreum,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne stenogynicola,Nesosydne,stenogynicola,"Muir, 1919",end,no,no,no,no,no,prob not,no,"male 2.5mm, female 3.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Stenogyne sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne nigrinervis,Nesosydne,nigrinervis,"Muir, 1919",end,no,no,no,no,no,prob not,no,"male 1.5mm, female 1.9mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Leptecophylla sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesosydne tetramolopii,Nesosydne,tetramolopii,"Muir, 1919",end,no,no,no,no,no,prob not,no,"male 16.mm, female 2mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Tetramolopium sp.,,na,lower,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesothoe dryope,Nesothoe,dryope,"Kirkaldy, 1910",end,poss,poss,poss,poss,poss,no,poss,female 3.875mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Antidesma sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesothoe haa,Nesothoe,haa,"Muir, 1921",end,poss,poss,Ola,poss,poss,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Antidesma sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesothoe gulicki,Nesothoe,gulicki,"Muir, 1916",end,poss,prob not,prob not,prob not,prob not,no,no,male 2.6mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Chamaesyce sp., Metrosideros polymorpha, Nestegis sp.",,na,"middle, canopy",on leaves or stems
HOMOPTERA,Delphacidae,,,Nesothoe maculata,Nesothoe,maculata,"Muir, 1916",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 2.2mm, female 2.7mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Diospyros sp., Metrosideros polymorpha, Nestegis sp.",,na,"middle, canopy",on leaves or stems
HOMOPTERA,Delphacidae,,,Nesothoe munroi,Nesothoe,munroi,"Muir, 1917",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 2.5mm, female 3.7mm ",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Dodonaea sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesothoe frigidula,Nesothoe,frigidula,"Kirkaldy, 1908",end,prob not,prob not,prob not,prob not,prob not,no,no,female 4.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesothoe antidesmae,Nesothoe,antidesmae,"Muir, 1917",end,no,no,no,no,no,no,no,male 2.2mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Antidesma sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesothoe bobeae,Nesothoe,bobeae,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,4mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Bobea sp.,,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesothoe perkinsi,Nesothoe,perkinsi,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,female 4.875-5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Clermontia sp., Metrosideros polymorpha, Myrsine sp.",,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesothoe elaeocarpi,Nesothoe,elaeocarpi,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,female 4.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Cyrtandra sp., Elaeocarpus sp., Scaevola sp.",,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesothoe giffardi,Nesothoe,giffardi,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,"male, female 4-4.25mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Cyrtandra sp., Touchardia sp.",,na,middle,on leaves or stems
HOMOPTERA,Delphacidae,,,Nesothoe terryi,Nesothoe,terryi,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,4.25mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Nestegis sp.,,na,lower,on leaves or stems
