Order,Family,subfamily,Tribe,Genus and species,Genus,Species,Author,Status ,Kau ,Kil,Ola,Lau,Koh,Hal,KoK,Adult Body Size,Trophic Information Simplified,Trophic Information,Host identity (Genus species),Other host information ,Intermediary (eg fungus)if relevant,"Height (Ground, middle or canopy)","Microhabitat (under bark, under leaves, in leaf axils, etc)",6,order,notes,Ka,Oa,Mo,Ln,Kh,Ma,Ha,key?,Ku,Mi,Pe,Li,Ly,Ga,Fr,Ne,Na,Nu,Gu,Tu,Ta,Of,Ol,subfamily,tribe
HETEROPTERA,Cydnidae,,,Rhytidoporus indentatus,Rhytidoporus,indentatus,"Uhler, 1877",adv,prob not,prob not,prob not,prob not,prob not,no,prob not,,herbivore,herbivore?,n.d.,tend to be crop pests,na,unknown,unknown,4957,4679,,Ka,Oa,,,,,Ha,Froeschner 1976,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Sardia rostrata pluto,Sardia,rostrata pluto,"Kirkaldy, 1906",adv,prob not,prob not,prob not,prob not,prob not,no,prob not,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Cyperus rotundus,,na,lower,on leaves or stems,5949,5596,,Ka,Oa,,,,,Ha,"Hadeodelphax pluto Kirkalday 1960, Expt Stn HSPA Entolol Bul 1 (9): 410",,,,,,,,,,,,,,,,,
HOMOPTERA,Flatidae,,,Siphanta acuta,Siphanta,acuta,"Walker, 1851",adv,poss,poss,poss,poss,poss,poss,poss,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Acacia koa, Cheriodendron sp., Coprosma sp., Eucalyptus sp., Psidium sp., Metrosideros polymorpha, Moraea iridioides, Rubus sp., Leptecophylla sp., Rhus sp., Myrsine sp., Tetraplasandra sp.","Acacia, Cheriodendron, Citrus, coffee, Coprosma sp., Eucalyptus, guava, Metrosideros polymorpha, Moraea iridioides, Rubus sp., Leptecophylla sp., sumac, Myrsine sp., Tetraplasandra, many others ",na,"middle, canopy",on leaves or stems,6036,5682,,Ka,Oa,Mo,Ln,,Ma,Ha,"Poeciloptera acuta Walker, 1851: 448",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Sogatella kolophon,Sogatella,kolophon,"Kirkaldy, 1907",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Eleusine indica,","various grasses, including Eleusine indica, possibly rice",na,lower,on leaves or stems,5950,5597,,Ka,Oa,Mo,Ln,,Ma,Ha,"Delphax kolophon Kirkaldy 1907, Extp Stn HSPA Entomol Bul 3: 157; Fennah 1963",,,,,,,,,Na,,,,,,,,
HOMOPTERA,Delphacidae,,,Sogatodes eupompe,Sogatodes,eupompe,"Kirkaldy, 1907",adv,prob not,prob not,prob not,prob not,prob not,no,prob not,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,"presumed to be grasses, none recorded",na,lower,on leaves or stems,5952,5598,,Ka,Oa,,,,,Ha,Delphax eupompe Kirkaldy 1907 Expt Stn HSPA Entomol Bul 3 162,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Spanagonicus albofasciatus,Spanagonicus,albofasciatus,"Reuter, 1907",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,?,herbivore,family is mostly herbivorous,"Portulaca sp., Amaranthus sp. ","beets, cabbage, cantaloupe, carrots, chard, Chinese spinach, cucumber, daikon, gobo, mustard cabbage, parsley, pigeon pea, squash, turf grasses and watermelon. Key weed hosts for this species are portulaca, or pig weed, and Amaranthus species (spleen, spiny and slender amaranth)",na,"lower, middle",on leaves or stems,5302,5008,,Ka,Oa,Mo,,,Ma,Ha,http://www.extento.hawaii.edu/kbase/crop/Type/s_albofa.htm,,,,,,,,,,Nu,,,,,,,
HOMOPTERA,Membracidae,,,Spissistilus festinus,Spissistilus,festinus,"Say, 1830",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Crotalaria sp., Leucaena sp., Tribulus cistoides","alfalfa, Crotalaria, garden beans, grasses, Leucaena, potato, Tribulus cistoides",na,middle,on leaves or stems,6044,5690,,Ka,Oa,Mo,Ln,,Ma,Ha,,,Mi,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Stenotus binotatus,Stenotus,binotatus,"Fabricius, 1794",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,6-7mm,herbivore,family is mostly herbivorous,n.d.,"S. binotatus has been collected from a large variety of plants, including the grasses brown top, Yorkshire fog, cocksfoot, wheat, barley and maize, and many other plants (including rushes, Hypericum, m_nuka, r_t_, Nothofagus, Coriaria, Olearia, Muehlenbeckia, Carmichaelia, Larix decidua, Eucalyptus, Melicytus ramiflorus, Coprosma sp. robusta, p_hutukawa, hemlock and nettles).[5]",na,"lower, middle",on leaves or stems,5304,5009,,,Oa,,,,,Ha,http://en.wikipedia.org/wiki/Stenotus_binotatus,,,,,,,,,,,,,,,,,
HETEROPTERA,Tingidae,,,Stephanitis pyrioides,Stephanitis,pyrioides,"Scott, 1874",adv,no,no,no,no,no,no,no,,herbivore,herbivorous,n.d.,,na,,,5430,5119,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Syndelphax disonymus,Syndelphax,disonymus,"Kirkaldy, 1907",adv,prob not,prob not,prob not,prob not,prob not,no,prob not,"males 1.8-2 mm, females 2.0-2.3 mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Setaria sp, Cynodon dactylon, Setaria gracilis ",,na,lower,on leaves or stems,5953,5599,,Ka,Oa,,Ln,,,Ha,Asche 2000,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Tarophagus colocasiae,Tarophagus,colocasiae,"Matsumura, 1932",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Colocasia sp.,taro,na,mille,on leaves or stems,5954,5600,,Ka,Oa,Mo,,,Ma,Ha,Liburnia (Delphax) colocasiae Matsumura 1920 - in Japanese. See other refs in Beardsley 1990,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Taylorilygus pallidulus,Taylorilygus,pallidulus,"Blanchard, 1852",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,?,herbivore,family is mostly herbivorous,n.d.,polyphagous,na,unknown,on leaves or stems,5309,5014,,Ka,Oa,,,,Ma,Ha,guess,,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Tempyra biguttula,Tempyra,biguttula,"Stal, 1874",adv,no,no,no,no,no,no,prob not,,herbivore,"family is mostly seed feeding, some sap feeding, a couple known predators (such as the wekiu bug, which is from Hawaii and not in our sites)",Canavalia sp.,,na,"lower, middle",,5105,4817,,Ka,Oa,,Ln,,,,Zimmerman 1948 ,,,,,,,,,,Nu,,,,,,,
HOMOPTERA,Delphacidae,,,Toya dryope,Toya,dryope,"Kirkaldy, 1907",adv,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5955,5601,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Membracidae,,,Tricentrus albomaculatus,Tricentrus,albomaculatus,"Distant, 1908",adv,prob not,prob not,prob not,prob not,prob not,no,prob not,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Cajanus indicus, Canangium odoratum, Cassia bicapsularis, Eucalyptus sp., Sesbania sp.","Cajanus indicus (pigeon pea), Canangium odoratum (ylang-ylang), Cassia bicapsularis, Eucalyptus, Sesbania",na,middle,on leaves or stems,6045,5691,,Ka,Oa,,,,,Ha,,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Trigonotylus tenuis,Trigonotylus,tenuis,"Reuter, 1895",adv,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,,5312,5017,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Membracidae,,,Vanduzeea segmentata,Vanduzeea,segmentata,"Fowler, 1895",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Abutilon menziesii, Caesalpinia kavaiensis, Gossypium tomentosum",,na,middle,on leaves or stems,6046,5692,,Ka,Oa,Mo,,,Ma,Ha,,,Mi,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Aloha swezeyi,Aloha,swezeyi,"Muir, 1916",end,poss,poss,poss,poss,poss,no,poss,male 2mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Bidens sp., Cheirodendron sp., Lipochaeta sp., Cythrum sp., Campylotheca sp.",,na,middle,on leaves or stems,5787,5458,,Ka,Oa,,,,,Ha,"Aloha swezeyi Muir, 1916: 180, pl. 2, Muir 1922: 96, pl. 3, fig 9; 1917: 303",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Aloha ipomoeae,Aloha,ipomoeae,"Kirkaldy, 1904",end,poss,poss,poss,poss,poss,poss,poss,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Ipomoea pes-caprae, Ipomoea batatas,Ipomoea bonanox, Ipomoea tuberculata, Ipomoea insularis, Ipomoea sp.",,na,lower,on leaves or stems,5783,5454,,Ka,Oa,Mo,Ln,,Ma,Ha,"A. ipomoeae Kirkaldy, 1904: 177; 1908: 205, pl. 4, fig 9; 1910: 581. Muir, 1916: 178, pl. 2 fig. 17 - genotype",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Aloha myoporicola,Aloha,myoporicola,"Kirkaldy, 1910",end,poss,Kil,poss,poss,poss,no,no,4mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Myoporum sandwicense, Pelea volcanicola",,na,middle,on leaves or stems,5785,5456,,Ka,Oa,Mo,Ln,,,Ha,"Aloha (?) myoporicola Kirkaldy, 1910: 581",,,,,,,,,,Nu,,,,,,,
HOMOPTERA,Delphacidae,,,Aloha artemisiae,Aloha,artemisiae,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,"male 2mm, female 2.25mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Artemisia sp.,,na,middle,on leaves or stems,5779,5450,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Aloha campylothecae,Aloha,campylothecae,"Muir, 1916",end,no,no,no,no,no,no,no,"male 2.2mm, female 2.8mm ",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Bidens sp.,,na,middle,on leaves or stems,5780,5451,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Aloha kirkaldyi,Aloha,kirkaldyi,"Muir, 1916",end,no,no,no,no,no,no,no,"male 2mm, female 2.7mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Chamaesyce sp.,,na,middle,on leaves or stems,5784,5455,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Aloha dubautiae,Aloha,dubautiae,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,3mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Dubautia sp.,,na,middle,on leaves or stems,5781,5452,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Aloha flavocollaris,Aloha,flavocollaris,"Muir, 1916",end,no,no,no,no,no,no,no,male 2.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Dubautia sp.,,na,middle,on leaves or stems,5782,5453,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Aloha plectranthi,Aloha,plectranthi,"Muir, 1916",end,no,no,no,no,no,no,no,"male 2mm, female 2.6mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Plectranthus sp.,,na,lower,on leaves or stems,5786,5457,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Balclutha lobata,Balclutha,lobata,"Namba, 1956",end,poss,poss,poss,poss,poss,poss,KoK,"female 3.3-3.7mm, male 3.2-3.5mm",herbivore,herbivore,Cyathodes sp.,,na,,on leaves or stems,5564,5241,,Ka,Oa,Mo,,,Ma,Ha,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Balclutha nigriventris,Balclutha,nigriventris,"Knight & Webb, 1988",end,prob not,prob not,prob not,prob not,prob not,prob not,no,"female 3.2-3.5mm, male 3.0-3.3mm",herbivore,herbivore,Deschampsia sp. ,,na,,on leaves or stems,5565,5242,,,,,,,Ma,Ha,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Balclutha plutonis,Balclutha,plutonis,"(Kirkaldy, 1910)",end,poss,Kil,Ola,poss,poss,Hal,no,4mm,herbivore,herbivore,"Argyroxiphium virescens, Coprosma sp., Cyathodes sp., Deschampsia sp., Eragrostis sp., Sophora sp., Vincentia sp.","Argyroxiphium virescens, Coprosma sp., Cyathodes sp., Deschampsia sp., Eragrostis sp., Sophora sp., Vincentia sp., ""grasses and low herbage""",na,,on leaves or stems,5569,5245,,Ka,Oa,Mo,,,Ma,Ha,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Balclutha timberlakei,Balclutha,timberlakei,"(Osborn, 1935)",end,no,no,no,no,no,no,no,"female 2.5mm, male 2.25mm",herbivore,herbivore,Eragrostis variabilis,,na,,on leaves or stems,5572,5248,,Ka,Oa,Mo,Ln,,Ma,Ha,,,Mi,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Balclutha usitata,Balclutha,usitata,"Namba, 1956",end,poss,Kil,poss,poss,Koh,Hal,KoK,2.6-3mm,herbivore,herbivore,Cyathodes sp.,"Cyathodes sp., ""grass""",na,,on leaves or stems,5573,5249,,Ka,Oa,Mo,,,Ma,Ha,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Balclutha volcanicola,Balclutha,volcanicola,"(Kirkaldy, 1910)",end,poss,Kil,poss,poss,Koh,poss,no,"female 2.5mm, male 2.25mm",herbivore,herbivore,"Eragrostis sp., Cyperus sp., Lythrum sp.",,na,ground,on leaves or stems,5574,5250,,,,Mo,,,Ma,Ha,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Balclutha fuscifrons,Balclutha,fuscifrons,"Knight & Webb, 1988",end,no,no,no,no,no,Hal,no,"female 4.2-4.4mm, male 4.0-4.2mm",herbivore,herbivore,n.d.,,na,,on leaves or stems,5560,5238,,,,,,,Ma,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Balclutha grandis,Balclutha,grandis,"Namba, 1956",end,no,no,no,no,no,no,KoK,"female 5.3mm, male 4.5mm",herbivore,herbivore,n.d.,,na,,on leaves or stems,5561,5239,,Ka,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Balclutha phoxocephala,Balclutha,phoxocephala,"Namba, 1956",end,no,no,no,no,no,no,KoK,"female 2.7-2.9m, male 2.5-2.7mm",herbivore,herbivore,"Cyathodes sp., Eragrostis variabilis",,na,,on leaves or stems,5568,5244,,Ka,Oa,Mo,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Cicadellidae,,,Balolina kilaueae,Balolina,kilaueae,"(Kirkaldy, 1910), Knight and Webb 1988",end,poss,Kil,Ola,poss,poss,Hal,KoK,"femaile 3.6-4.2mm, male 3.1-3.8mm",herbivore,herbivore,"Cibotium chamissoi, Cibotium menziesii",,na,middle,on leaves or stems,5576,5251,,Ka,Oa,Mo,,,Ma,Ha,,,,,,,,,,,,,,,,,,
HETEROPTERA,Scutelleridae,,,Coleotichus blackburniae,Coleotichus,blackburniae,"White, 1881",end,prob not,prob not,prob not,prob not,prob not,prob not,prob not,male 16.5mm,herbivore,herbivorous,"Acacia koa, Dodonaea sp.",,na,"middle, canopy",,5426,5115,,Ka,Oa,Mo,Ln,,Ma,Ha,"White, 1881, Zimmerman 1948",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Cyrtopeltis kahakai,Cyrtopeltis,kahakai,"Asquith, 1993",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,,5110,4822,,Ka,,Mo,,,,,"Asquith, 1993",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Dictyophorodelphax mirabilis,Dictyophorodelphax,mirabilis,"Swezey, 1907",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Euphorbia sp.,,na,middle,on leaves or stems,5788,5459,,,Oa,,,,,,"Zimmerman, 1948",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Dictyophorodelphax swezeyi,Dictyophorodelphax,swezeyi,"Bridwell, 1918",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Euphorbia sp.,,na,middle,on leaves or stems,5790,5461,,,Oa,,,,,,"Zimmerman, 1948",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Dictyophorodelphax usingeri,Dictyophorodelphax,usingeri,"Swezey, 1937",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Euphorbia sp.,,na,middle,on leaves or stems,5791,5462,,,,,Ln,,,,"Zimmerman, 1948",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Dictyophorodelphax zwaluwenburgi vicar,Dictyophorodelphax,zwaluwenburgi vicar,"Asquith, 1995",end,no,no,no,no,no,no,poss,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Euphorbia sp.,,na,middle,on leaves or stems,5792,5463,,Ka,,,,,,,"Asquith, 1995, BMOP 41:59-71; Haupu",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Dictyophorodelphax praedicta,Dictyophorodelphax,praedicta,"Bridwell, 1919",end,no,no,no,no,no,prob not,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Euphorbia hookeri integrifolia,,na,middle,on leaves or stems,5789,5460,,,,,,,Ma,,"Zimmerman, 1948",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Dictyophorodelphax zwaluwenburgi,Dictyophorodelphax,zwaluwenburgi,"Beardsley, 1956",end,no,no,no,no,no,no,poss,"male similar in size to females, female 5.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Euphorbia celastroides, Leptecophylla tameiameiae",,na,middle,on leaves or stems,5792,5463,,Ka,,,,,,,"Beardsley, 1956",,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Emoloana sporobolicola immaculata,Emoloana,sporobolicola immaculata,"Muir, 1921",end,poss,poss,poss,poss,poss,no,no,"male 2.2-2.5 mm, females 2.55-2.85 mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Deschampsia australis, Vincentia angustifolia ",(see Zimmerman 1948),na,lower,on leaves or stems,5797,5467,,,,,,,,Ha,,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Emoloana sporobolicola,Emoloana,sporobolicola,"Kirkaldy, 1910",end,prob not,poss,prob not,prob not,prob not,prob not,poss,"male 1.7-2.4mm, female 2.0-2.8 mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Sporobolus virginicus, Eragrostis atropioides, Deschampsia australis, Vincentia angustifolia, Gahnia sp. ",,na,lower,on leaves or stems,5795,5466,,Ka,Oa,,,,Ma,Ha,,,,,,Ly,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Emoloana swezeyi,Emoloana,swezeyi,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,"male 2.2-2.5mm, female 2.5-3.2mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Gahnia sp., Eragrostis variabilis",,na,lower,on leaves or stems,5799,5468,,Ka,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Emoloana emoloa,Emoloana,emoloa,"Muir, 1917",end,no,no,no,no,no,no,no,"male 2.25 mm, female 2.8-3.4 mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,Poaceae,na,lower,on leaves or stems,5793,5464,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Emoloana menehune,Emoloana,menehune,Asche 2006,end,no,no,no,no,no,no,poss,"male 2.2-2.3 mm, female 2.5-2.7mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Eragrostis species,,na,lower,on leaves or stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Emoloana eragrosticola,Emoloana,eragrosticola,"Muir, 1919",end,prob not,prob not,prob not,prob not,prob not,poss,no,"male 2.4-2.7 mm, female 3.0-3.5 mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Eragrostis variabilis,,na,lower,on leaves or stems,5794,5465,,,Oa,,,,Ma,,,,,,,,,,,,,,,,,,,
HOMOPTERA,Delphacidae,,,Emoloana pohakua,Emoloana,pohakua,Asche 2006,end,prob not,prob not,prob not,prob not,prob not,no,no,"male 1.9-2.0mm, female 2.2-2.5 mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,Poaceae: possibly Eragrostis,na,lower,on leaves or stems,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Engytatus hawaiiensis,Engytatus,hawaiiensis,"Kirkaldy, 1902",end,no,no,no,no,no,prob not,no,"male 3.08-4.15mm, female 2.74-3.9mm",herbivore,family is mostly herbivorous,"Dubautia menzeizii, Dubautia platyphylla",,na,middle,on leaves or stems,5115,4827,,,Oa,Mo,,,Ma,Ha,Zimmerman 1948,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Engytatus confusus,Engytatus,confusus,"Perkins, 1912",end,no,no,no,no,no,no,no,?,herbivore,family is mostly herbivorous,n.d.,,na,,,5113,4825,,Ka,Oa,,,,,,"(Perkins, 1912)",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Engytatus cyrtandrae,Engytatus,cyrtandrae,"Gagne, 1968",end,no,no,no,no,no,no,no,?,herbivore,family is mostly herbivorous,n.d.,,na,,,5114,4826,,,Oa,,,,,,"(Gagne, 1968)",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Engytatus phyllostegiae,Engytatus,phyllostegiae,"Carvalho & Usinger, 1960",end,no,no,no,no,no,no,no,?,herbivore,family is mostly herbivorous,n.d.,,na,,,5122,4831,,,Oa,,,,,,"Carvalho & Usinger, 1960 PHES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Engytatus terminalis,Engytatus,terminalis,"Gagne, 1968",end,no,no,no,no,no,no,no,?,herbivore,family is mostly herbivorous,n.d.,,na,,,5124,4833,,,Oa,,,,,,"Carvalho & Usinger, 1960 PHES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Engytatus perplexus,Engytatus,perplexus,"Gagne, 1968",end,no,no,no,no,no,prob not,no,"male 3.66mm, female 3.39mm",herbivore,family is mostly herbivorous,Dubautia sp. ,,na,middle,on leaves or stems,5120,4830,,,,,,,Ma,,"(Gagne, 1968)",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Engytatus lysimachiae,Engytatus,lysimachiae,"Carvalho & Usinger, 1960",end,no,no,no,no,no,no,KoK,"male 4mm, female 4.2mm",herbivore,family is mostly herbivorous,Lysimachia sp.,,na,,on leaves or stems,5117,4828,,Ka,,,,,,,"(Carvalho & Usinger, 1960)",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Engytatus sidae,Engytatus,sidae,"Gagne, 1968",end,no,no,no,no,no,poss,no,"male 3.34 mm, female 3.33mm",herbivore,family is mostly herbivorous,Sida sp. ,,na,lower,on leaves or stems,5123,4832,,,,,Ln,,Ma,,"(Gagne, 1968)",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Glyptonysius amicola,Glyptonysius,amicola,"Ashlock, 1966",end,poss,poss,poss,poss,poss,poss,no,"male 4.0-4.3mm, female 4.5-4.9mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Pipturus sp., Metrosideros polymorpha, Charpentiera sp., Cheirodendron sp.",,na,"middle, canopy",unknown,4971,4693,,,,Mo,Ln,,Ma,Ha,"Ashlock, 1966",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Glyptonysius laevigatus,Glyptonysius,laevigatus,"Usinger, 1942",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,unknown,unknown,4973,4695,,,Oa,,,,,,Usinger 1942,,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Glyptonysius hylaeus,Glyptonysius,hylaeus,"Kirkaldy, 1910",end,no,no,no,no,no,no,KoK,"male 3.44 mm, female 4.22 mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Dubautia sp., Alyxia sp.",,na,middle,unknown,4972,4694,,Ka,Oa,,,,,,Usinger 1942,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Iolania perkinsi,Iolania,perkinsi,"Kirkaldy, 1902",end,Kau,Kil,Ola,Lau,Koh,prob not,no,"males 5.5-5.9mm, females 6.5-7.1mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems,5672,5344,,Ka,Oa,,Ln,,,Ha,Hoch 2006,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Iolania lanaiensis,Iolania,lanaiensis,"Giffard, 1925",end,no,no,no,no,no,no,no,"male 5.1-6.3mm, female 6.2-6.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Coprosma sp., Freycinetia sp.",,na,middle,on leaves or stems,5669,5341,,,Oa,,Ln,,,,Hoch 2006,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Iolania koolauensis,Iolania,koolauensis,"Giffard, 1925",end,no,no,no,no,no,no,no,"male 5.6-6.1mm, females 7.1mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems,5668,5340,,,Oa,,,,,,Hoch 2006,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Iolania mauiensis,Iolania,mauiensis,"Giffard, 1925",end,no,no,no,no,no,Hal,no,"males 5.8-6.0mm, females 6.5-7.0mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Broussasia sp., Cibotium sp., Sadleria sp.",,na,middle,on leaves or stems,5670,5342,,,,,,,Ma,,Hoch 2006,,,,,,,,,,,,,,,,,
